flops,batch_size,precision,precision_enc,param_count,cpu_latency_s,gpu_latency_s,npu_latency_s,cpu_energy_j,gpu_energy_j,npu_energy_j,best_accelerator
54183545.125007056,8.0,INT8,0.25,123192.36980557644,0.0002044657148654,0.0049561661357136,0.0002589883722043,0.0091417541700387,0.9963240152060482,0.0021114858951655,NPU
978523282.3851584,4.0,FP16,0.5,3145956.152429332,0.0070601463838462,0.0047602681523009,0.0006040110344471,0.3370365606642024,0.9429527326312832,0.0053792290209137,NPU
289495424.9716752,8.0,INT8,0.25,1189125.42066324,0.0011213915462473,0.0048696879991987,0.0003350230753563,0.0508427391708015,0.9187587795324406,0.0025665871705485,NPU
45677900.52327267,16.0,FP16,0.5,119348.77126428558,0.0002984656885926,0.0057319914563759,0.000377821278041,0.0145052370410025,1.0708060953867364,0.0029574731054147,NPU
3068536503.813086,32.0,FP32,1.0,7370477.858978785,0.0381878544121324,0.0048339502606542,0.0053261768563769,1.6607059981180778,0.9539843482191698,0.0388674332291604,NPU
6236936.575328394,4.0,FP16,0.5,31062.25337824104,6.027216731478037e-05,0.0051918349987454,0.0003338995073868,0.0025565928949166,0.9646108833407588,0.0027292683151116,CPU
46229967.585526615,2.0,INT8,0.25,25298.02689665532,0.0002233370675921,0.0049552805859002,0.0002609975226266,0.0090449842658707,0.985461393355419,0.0020326556182927,NPU
122429240.59718218,8.0,FP32,1.0,554334.3564938911,0.0017207183345653,0.0051825342484405,0.000415282334713,0.0770242131177608,1.0233758915741795,0.003089645363498,NPU
397309692.4910801,16.0,INT8,0.25,465302.77685946255,0.0014716821072353,0.0053362764703602,0.0003309145823538,0.0621374451883478,0.9365146367513872,0.0026388994512859,NPU
29832816177.19372,8.0,FP32,1.0,120425047.41227508,0.4696810166537227,0.0053621196159718,0.0479604516608676,19.81593271846428,1.1761065692488166,0.4123568952575011,NPU
13738360.086367428,4.0,FP16,0.5,45071.32829372988,0.0001066209863663,0.0052840713023116,0.0002868965104168,0.0050460747383729,1.0608966106279738,0.0022547740730945,NPU
852327772.2308594,128.0,INT8,0.25,1737310.594928329,0.0019325785570056,0.0061049139894992,0.0004374741539645,0.0794778175513891,1.0721822262536511,0.0034542059690787,NPU
2377677007.318681,8.0,FP32,1.0,10538904.25422216,0.0335341750918197,0.0052702076525957,0.0042345694848941,1.5168515620170622,1.0670659492244967,0.0363422727340561,NPU
1839583.513686444,2.0,FP32,1.0,1026.6394139487354,3.725646261975792e-05,0.0056454940835019,0.0002800970962733,0.0016695636660814,1.1176164847099197,0.0022402156567646,CPU
2899879068.888988,2.0,FP16,0.5,4408129.181236397,0.026859590045315,0.0052370005945806,0.0008309536078611,1.2142494130070105,0.9783887219102834,0.0062462316360442,NPU
9371559.479423426,1.0,INT8,0.25,28592.79275300308,4.912705226478904e-05,0.0046273020795687,0.0002761670204258,0.0023637103191397,0.939772797324369,0.0022854477046879,NPU
2348156.709495448,8.0,FP32,1.0,4888.7217794787375,3.207970873266817e-05,0.0051103193016542,0.0002899925628493,0.0013839890357934,0.9739167900178246,0.0024503899794748,CPU
255664373786.81964,256.0,INT8,0.25,830065197.4069844,0.6567348994128843,0.005346203312258,0.052062482229188,31.599544485654555,1.0795605792479803,0.4123270460559448,NPU
318498940311.4083,64.0,FP32,1.0,193805289.88683987,3.0296601863663315,0.0077846252497729,1.2978973039687662,124.33585623497368,1.5023151507903425,10.450925047140258,GPU
40460592524.55088,64.0,INT8,0.25,41434284.2565705,0.1086972536343452,0.0050711937474166,0.0047131856331406,5.050527381547191,0.9683150778997718,0.0352335364014133,NPU
54448351.2503636,64.0,INT8,0.25,58364.98891024556,0.0001595367415032,0.0049382339546627,0.0002867761400879,0.0077091089133854,0.9868796931743912,0.0021943436514236,NPU
3602719.481575183,128.0,FP16,0.5,4870.071194870929,1.7062980522456713e-05,0.0045760443525047,0.0003165132768811,0.0006121922238355,0.8409811763809982,0.0024899416322076,CPU
7932745001.079074,1.0,FP16,0.5,20363288.85935983,0.0866925362375543,0.0062764163900643,0.0022930290519276,3.8942604501900617,1.2501028980567783,0.0184147940605088,NPU
322415460.6401108,128.0,FP16,0.5,1252448.3753780017,0.0015610193701596,0.0053246385881075,0.0004091789047224,0.0698358793621227,1.0999241059073752,0.0031719961589539,NPU
4960120.642720638,8.0,FP16,0.5,22692.178793944124,3.4223110963243227e-05,0.0050978000357469,0.0002955063400073,0.0015455724722278,1.084333204493721,0.0023202236706733,CPU
663740560.2307012,8.0,FP32,1.0,2826988.1207502685,0.0112004055454391,0.0050475684857602,0.0011997370437781,0.5471510709113566,1.0644599232676304,0.0095384771688874,NPU
1570287.4159436412,8.0,FP32,1.0,2176.411171277586,2.432128488443256e-05,0.0054809693585993,0.0002878765437509,0.0010526697311447,1.170369502614478,0.0021880890851584,CPU
152121183577.76224,32.0,FP32,1.0,378048140.4247637,1.9717179092142108,0.0079008328636465,0.4900057407376144,83.47239337885271,1.544240377509342,3.8673603327530928,GPU
29838662.5420271,64.0,FP16,0.5,41695.12044718874,0.0001829757910496,0.005274190992692,0.0003582409474175,0.0082664850520378,1.0007969520246351,0.0030315695908014,NPU
5966156286.46578,32.0,FP32,1.0,10083539.005441826,0.0586892608818591,0.0051187967753596,0.0093058436452466,2.7894832706406896,1.0654957902173887,0.0722281526696183,NPU
59762956.30365449,1.0,FP16,0.5,165302.0312900211,0.0006541445341421,0.0055903937032184,0.0003150574640428,0.0302587169359647,1.0891823678567258,0.002406921704838,NPU
920136064.0948364,128.0,INT8,0.25,742081.0967703979,0.0022481995081665,0.0050589638155024,0.0003950483483616,0.101342593934384,1.0121095695928704,0.0034898767767159,NPU
1305225298.9179585,64.0,FP32,1.0,1934062.5949772028,0.0140568467074032,0.0051875875578643,0.0022578253307197,0.6253080054321375,1.0762618917007554,0.0182663510539489,NPU
11310452.943016462,32.0,FP16,0.5,53263.20451976058,7.284078898794292e-05,0.0054004756694419,0.0003300015782438,0.002948916130092,1.189244027233789,0.0025379974795413,NPU
335454568082.13324,32.0,FP16,0.5,871351062.3751605,2.026701843239917,0.006742795916561,0.2516484238850676,93.8731624457221,1.3842151225152073,2.077961749402092,GPU
26149218241.872112,16.0,INT8,0.25,65483901.73496687,0.0941988691883867,0.0042461145248234,0.0023890986394693,4.388444255419,0.857931812493365,0.019357535304057,NPU
226035309752.1752,32.0,INT8,0.25,127834765.88994697,0.7009405907472415,0.0054626500676615,0.0414889034290071,30.450436008051,1.0312876490694576,0.3224486651138577,NPU
125774971951.17348,256.0,INT8,0.25,202912619.0870456,0.3062797229511461,0.0055658663097447,0.0229400338305329,13.462335420686312,1.1782580215099812,0.1830710881153934,NPU
2555136140.8324456,256.0,INT8,0.25,11238296.073101545,0.0058987207299346,0.0052862068877081,0.0004888889432076,0.251530209771828,1.0788430845947448,0.0038541189570994,NPU
179363311363.04785,128.0,FP32,1.0,222559005.8478835,1.707595225115635,0.007261754300439,0.5865061370170945,80.17719299833165,1.427142263140768,4.924325036872597,GPU
3193861.761267901,256.0,INT8,0.25,7563.263398012628,7.219722492637146e-06,0.0048412735296487,0.0003049671647932,0.0003189442428826,0.9464487213781212,0.0025228521454678,CPU
13088818.765702585,128.0,FP16,0.5,7388.495216238147,6.754696448251133e-05,0.0056324341087181,0.0002875007428942,0.0030169219783264,1.1035705527061763,0.0020535666817664,NPU
1810293.378403881,128.0,FP32,1.0,4801.820687259215,2.1608622645382675e-05,0.005074043083565,0.0002932803754091,0.0010029824634195,1.0170394300437533,0.0025694773456638,CPU
71457496.46929799,1.0,INT8,0.25,42488.26870316129,0.00041599893841,0.0052425143918713,0.0003129506285701,0.0190259991614574,0.972014226081654,0.0024675134503162,NPU
164081725.81661204,16.0,FP32,1.0,687214.1377409893,0.0021390212814603,0.0053639123342838,0.0006125741404705,0.0989669159188157,1.13811614231352,0.0053226231830736,NPU
35189248.5505724,8.0,FP16,0.5,148211.55336419508,0.0002704957690485,0.0044476056891069,0.0003113068549821,0.012278718298184,0.9355393307036146,0.0025796194906272,NPU
52838466655.1338,2.0,FP32,1.0,213723135.40012297,0.9799266014859468,0.006036723513891,0.1105320596412612,44.53131044237914,1.1972338940777365,0.8952314235255804,NPU
107926105.97029634,128.0,FP16,0.5,191583.76535807547,0.0005674422207462,0.0045851934385142,0.000313773700422,0.0257744656253303,0.8984847261653007,0.0024983713052019,NPU
39905921.49860571,4.0,FP16,0.5,170301.2129266219,0.0003476926868938,0.0054293701439503,0.0003262551354586,0.0160004907791589,1.0846156254064288,0.0029700671815433,NPU
1238251034.221783,8.0,FP16,0.5,3644781.513866264,0.0098723880199336,0.0048883127166518,0.0005140642232899,0.4553973742563522,0.9848269436882686,0.0040566556598533,NPU
6355107.935231126,64.0,FP16,0.5,13867.712922730489,2.767182157755173e-05,0.0058110695955791,0.0002764318751845,0.0011689796955974,1.1447750912522794,0.0021372240751561,CPU
37298943532.71693,256.0,FP32,1.0,123608132.619818,0.3689994320437618,0.0052881566962168,0.0733147670905827,16.109154677995168,1.1104645227437475,0.5694707223523574,NPU
2659879.008905764,2.0,INT8,0.25,1477.6551065905578,1.222004147175196e-05,0.0044114678317813,0.0002592121838611,0.0005443105117981,0.8194694925024507,0.0020738072905855,CPU
420958273314.5517,4.0,FP32,1.0,481291675.49583095,6.781313480434256,0.0136162232596799,2.082950257750728,312.0529293948705,2.626305833571267,16.663030294847502,GPU
25176756305.10329,8.0,FP16,0.5,96686823.98069684,0.204840473189466,0.0052677469447218,0.0069257205497813,9.954059447957752,1.0943871752849923,0.0581872001813245,NPU
13566715.209637098,1.0,INT8,0.25,21689.477152423577,7.895163718348723e-05,0.0052062172043768,0.0003221476927357,0.0034083617713356,1.0581259820196578,0.0026748888126426,NPU
1075153.2692987674,64.0,INT8,0.25,3430.858193698523,3.2162326846747983e-06,0.0046060673765999,0.0002940722459491,0.0001510888543431,0.8899133474743846,0.0024419160203701,CPU
44390518771.802704,2.0,FP16,0.5,99122328.82448736,0.4038464226145813,0.0059144404833474,0.0170441117916289,17.656113236958298,1.2065735657868668,0.1347968487848824,NPU
10674776722.523954,16.0,FP16,0.5,46399262.0953859,0.0670971596222579,0.00541406568704,0.0029874261714386,3.22627720349565,1.0398817380387888,0.0247078333119209,NPU
14275455797.20738,1.0,INT8,0.25,68320459.60462841,0.0564698700066714,0.0048790556628493,0.0015654519094925,2.7841212300826137,0.960680408566838,0.0130128482044071,NPU
24856877441.153294,4.0,INT8,0.25,111260409.46048342,0.107638227829844,0.0059481209355988,0.0020746096396811,4.420375785882883,1.2517058522283926,0.0165310488254144,NPU
2642276.4207845423,2.0,FP16,0.5,4538.87594976505,2.624037408330099e-05,0.0047869738403113,0.000339557071218,0.0011615498253583,1.0020612348046118,0.0027543783236581,CPU
110378740.60367836,1.0,FP32,1.0,151630.90860970484,0.0022808178193131,0.0046041107510336,0.0004502554954281,0.0905757219804855,0.9340928897593684,0.0037425293319151,NPU
4574401.649990645,64.0,FP32,1.0,12053.351745858545,5.575149719702558e-05,0.0043883510076511,0.0003430454878578,0.0022968428749962,0.8315420921620155,0.0027733396243441,CPU
82946971634.02275,16.0,FP32,1.0,44211041.02316868,1.0204513400294486,0.0067649968118944,0.2409542764001805,42.18348709854074,1.3274510035150275,1.9571827497808096,GPU
3565802856.5135856,1.0,FP16,0.5,2197041.85884066,0.0366349427886216,0.0050805997613956,0.000919618103446,1.7000133233759331,1.0210209854975385,0.0078745409301119,NPU
76873723.64383537,32.0,FP32,1.0,229837.6645848651,0.0009375179503738,0.0048091485631462,0.0004312308758629,0.0431100877906196,1.0318230894011138,0.0034876251643249,NPU
2302592.7442059657,16.0,FP16,0.5,6544.019970010858,1.5696831086688225e-05,0.0044103588663978,0.0003245644647339,0.0007346556463448,0.8034628849309474,0.0025176164225388,CPU
59194168.35386888,4.0,FP32,1.0,294527.6258299898,0.0011049846944973,0.0048455789577521,0.0004301148712662,0.0512357227611377,0.926855363132556,0.0032094001762111,NPU
71319780.54238768,64.0,FP32,1.0,100438.80958206572,0.0008020236190273,0.0059534243889456,0.0003686702776507,0.0369663881042741,1.2578754273901978,0.002966048378652,NPU
14388109201.533487,256.0,INT8,0.25,23905378.43224232,0.0337565217228553,0.004165112630927,0.0014442399280548,1.5275392637415277,0.8896750169443144,0.0113624322007819,NPU
4299529224.880888,256.0,FP16,0.5,4346535.506961724,0.0191135666463983,0.0047630274661626,0.0013963385741567,0.854481922850356,0.9492850087782976,0.0116221805620058,NPU
113814817778.75156,256.0,FP32,1.0,526842365.90496296,1.2101666065520644,0.006717529318292,0.3543838546611415,57.233734331575725,1.4468483844829083,3.0587151307716334,GPU
491064675.0546156,2.0,INT8,0.25,1964332.6545894768,0.0020636026893119,0.0055035872928028,0.0003637475808344,0.0929191285598602,1.060355736896752,0.0027601595476447,NPU
4803568.8547338415,4.0,FP32,1.0,20177.515874573182,7.837858974869454e-05,0.0047718519944759,0.0003356331499982,0.003619652811562,0.8823517282909636,0.0025661373197041,NPU
11608086832.988497,64.0,FP16,0.5,52961165.39815759,0.074740952566512,0.005140226567143,0.0030340454541522,2.971465437854038,1.0686649400006756,0.0242430436985786,NPU
21661631914.87337,16.0,FP16,0.5,61996672.32803331,0.154560914202703,0.0053426792273819,0.0060161677922378,6.54659669849659,1.137707775738128,0.0462043325931597,NPU
1580163089.59716,2.0,FP32,1.0,3998396.268134483,0.0299472566738456,0.0051008221427396,0.0026790319432013,1.4136753617972018,1.0853544245632272,0.0211943297211278,NPU
24758186659.30376,4.0,INT8,0.25,49188615.32010288,0.1058513499393392,0.0058715608527698,0.0022778780117176,4.604112582156608,1.1236144950702374,0.0177344892194185,NPU
651817913.829917,32.0,FP16,0.5,2054181.8401653904,0.0037487864912357,0.0051398095057855,0.0004576295682253,0.156925872925698,1.0382096462989003,0.0034765609797913,NPU
952881104.270954,64.0,FP16,0.5,2424370.403843338,0.0053734894750258,0.0054593863474894,0.0005466590206697,0.249560475961831,1.1377261812973736,0.0045538632429312,NPU
273239473.1344231,256.0,FP32,1.0,691854.6799310598,0.0025526619226226,0.0050747705021078,0.000675673434935,0.1148774502010127,1.0302280286305654,0.0054257339105575,NPU
1395927.428777235,1.0,FP32,1.0,6583.438581344422,2.9499735581145863e-05,0.0041870912333912,0.000323434692459,0.001300477755761,0.8979785216504717,0.0028242794385015,CPU
4119741.877525916,64.0,INT8,0.25,20302.672210577344,1.0272622117888322e-05,0.0045230441843703,0.0003308037548948,0.0004971486804156,0.8862884337859016,0.002693934337103,CPU
1510476.5472416724,128.0,FP32,1.0,6169.057730089804,1.621974387232836e-05,0.0046060609422866,0.0002824231420897,0.0007786973612769,0.9179595811990264,0.0024049496774689,CPU
4235296742.7877073,4.0,FP16,0.5,16540576.207548631,0.0390928023968762,0.0049465820283233,0.0015021344686136,1.742654172172929,1.000999760586105,0.011579175542847,NPU
61873588.811629705,8.0,FP16,0.5,220425.38579524896,0.0004656154075937,0.0058319926540356,0.0002948066450156,0.0217094787536934,1.2149530270482565,0.0022710480446086,NPU
791278041.6867515,32.0,FP16,0.5,986990.248518832,0.0051785155714212,0.0051497168809191,0.0005335743776889,0.2069485849731338,1.0199292505795456,0.0047425948823286,NPU
148659994310.55283,64.0,FP32,1.0,113870016.6332055,1.7277467388482712,0.0064267744867066,0.5501741893585,81.99896013099898,1.3449589982846473,4.2673895836868825,GPU
26345651.10874085,8.0,FP32,1.0,95062.18084757144,0.0003834910713456,0.0054959263551346,0.0003369514264581,0.0163195317057779,1.1873742632579267,0.0025676844936364,NPU
218152386.65810168,128.0,FP16,0.5,824515.235198713,0.001039021606747,0.0044200836249606,0.000331549910521,0.0433611568979533,0.8611175468191747,0.0024970686625993,NPU
20223823914.98659,16.0,FP32,1.0,14386792.71077385,0.2577446267980209,0.0050766084536923,0.0293219269917956,10.563187640555128,1.0069625787483234,0.2570448152113748,NPU
20133249.808196902,1.0,FP32,1.0,94147.76465441137,0.0004292708364403,0.0047458328076259,0.0003397586820483,0.0175182244226289,0.995094813730642,0.0026807371747234,NPU
2746035.814080313,8.0,FP32,1.0,2499.2574771898508,4.182568521345508e-05,0.0051592658598274,0.0003519181609844,0.0019838228856094,1.1312994853108336,0.0028721296874691,CPU
44800704.03056029,4.0,FP16,0.5,80038.80539576296,0.0004214285209231,0.0053588700131149,0.0002690578753624,0.0195627437995155,1.105854234062903,0.0021687568485845,NPU
8294596.8054233985,256.0,INT8,0.25,29244.70917228888,2.119129465043969e-05,0.0051886107628818,0.0003030328907159,0.000917091755238,0.9969274128476976,0.0023365763710879,CPU
198755444362.24155,128.0,FP32,1.0,251311685.61734915,2.1989579484171347,0.0069879876487547,0.7420437573833918,103.18285350061277,1.4114457834824663,5.848402143230371,GPU
40313806137.77663,1.0,FP32,1.0,30210017.29514816,0.8575472752683422,0.0064215240121383,0.0774071760041937,37.44162180430482,1.3459638490742436,0.6454422081226631,NPU
4071449092.869788,32.0,FP32,1.0,8102831.874549661,0.0467679474374276,0.0051770505870428,0.0063657669250986,2.138614579836555,0.9933430316212658,0.0478047255931741,NPU
92560941493.90736,256.0,FP16,0.5,365326196.31470215,0.456389262862364,0.0049959342682124,0.0411441558998971,20.042245340976343,0.9453116875222428,0.3402484804766386,NPU
38027962727.42523,64.0,FP16,0.5,89805089.59883156,0.216730991007124,0.0054693797308679,0.0138458530134902,9.694395207762204,1.075007514991129,0.1187090139954318,NPU
11567970.41638023,8.0,FP16,0.5,39775.05670316792,8.04357861034094e-05,0.0047998552786788,0.0003354224425368,0.0034552444271742,0.991632511430434,0.0027226072405656,NPU
122086307723.93884,1.0,FP16,0.5,379479153.462866,1.3948309033833215,0.0067740487922879,0.0636764103549291,60.38280215567836,1.2620585173732926,0.543373739034925,NPU
1184936994.788762,2.0,FP16,0.5,710942.2533350983,0.0122383809265508,0.0050327227688653,0.0005895018094113,0.5657095684219423,0.9716638198197372,0.0043926342118985,NPU
39955560243.428566,16.0,INT8,0.25,197717290.64620703,0.1248228991143818,0.0043533886069727,0.0040846421752265,5.814968706345633,0.8825911996564153,0.0296871099679378,NPU
127878472323.04674,16.0,INT8,0.25,87779159.35421397,0.4173113806393423,0.0060909322711173,0.0205925898039018,18.390170040056333,1.2846092129120583,0.166739388576432,NPU
64907108.89592088,128.0,FP32,1.0,315131.304018403,0.0006457651378365,0.0053194391216799,0.0004561010924141,0.0268428646138853,1.0793254081395227,0.0035418356932258,NPU
4238211.414464967,32.0,FP32,1.0,12606.088574404754,5.531674862079339e-05,0.0051348387475122,0.0003038149377379,0.0027968317289529,1.0462072089688592,0.0025373122707491,NPU
19906534.19541112,128.0,FP32,1.0,96232.478583209,0.0002153651210353,0.0043506764970719,0.0003077082009721,0.0097092126021322,0.9138561924590688,0.0024234551442749,NPU
271690514.3689749,2.0,FP32,1.0,276143.8472114506,0.0051757264338598,0.0047275175902271,0.0006850213102183,0.2365426894928555,1.0210141619969688,0.0055205024471662,NPU
45903057522.34195,4.0,INT8,0.25,124252155.85645716,0.2002065227647417,0.0052730441748609,0.0054072550551743,8.441109005163973,1.1329405329894129,0.0434332005268919,NPU
80404022381.39091,32.0,FP16,0.5,101531659.7733071,0.4487674722400085,0.0053541686446588,0.0333376560119594,21.42159014870813,0.9615357864309856,0.2682065632121753,NPU
1095519.1747306513,4.0,FP32,1.0,799.0573857996272,1.9273309021178343e-05,0.0043245951504158,0.0003008299014094,0.0009266176092128,0.8691596378103628,0.0023413416158358,CPU
814204610.3253063,32.0,FP16,0.5,2669680.0413849363,0.0050253983322525,0.0044776801310004,0.0005226008204011,0.2068299250200824,0.9363955677533642,0.003895540069948,NPU
239228427.9704463,32.0,FP16,0.5,343298.8691826643,0.0014077050755569,0.0048881269059237,0.0003413313616068,0.0630224386727995,1.060713113727113,0.0027007241134898,NPU
18441054.42617628,2.0,FP32,1.0,57990.41436462782,0.0003071424456844,0.0044871741921059,0.0002814113441097,0.0136967153877928,0.926197024213155,0.002414514026969,NPU
4820689.205428126,64.0,FP32,1.0,4847.878706136557,5.478730835952107e-05,0.0055486082463838,0.0002808980047148,0.002759856163715,1.06204876750189,0.0021787765766919,NPU
83957352.44127928,2.0,FP16,0.5,167405.84956579417,0.0008196222174476,0.0051991074298691,0.0002989369466483,0.0395452401720511,1.0020233059148265,0.0023180352146241,NPU
236381845722.4209,32.0,FP16,0.5,949627783.233348,1.270528242223656,0.0059696056897916,0.1560932092358859,53.02644726671291,1.1521916981844458,1.2585887510021605,GPU
69490240.52564056,1.0,FP32,1.0,171413.78944991922,0.0014498543467779,0.0054707015243479,0.000405667959957,0.0628684139663081,1.1109637449938323,0.0030543385703196,NPU
904840835.0015163,4.0,FP32,1.0,3008464.001729115,0.0155985114967557,0.0054088295443637,0.0017664683120045,0.6705919181762683,1.0558131519841087,0.0148407985154447,NPU
10150418750.512024,2.0,FP16,0.5,34649070.87385773,0.0920692960827546,0.0052693248017972,0.0025590072953794,4.220113284095281,0.8934318217643169,0.0193647907958703,NPU
118117486.47170068,64.0,FP32,1.0,507538.755707043,0.0013802244131527,0.004985339003534,0.0005030692194374,0.066992601021439,0.9383260989210818,0.0039663391458261,NPU
345268485816.4158,8.0,FP16,0.5,677469448.4522961,2.6132748589237647,0.0078087667413079,0.2620282956346749,118.23929759921934,1.5270629706118426,2.3623326986430064,GPU
305462755171.75494,128.0,FP16,0.5,1097475760.3228743,1.6254719655556713,0.0060528979211188,0.1950305084863357,74.97915970168387,1.1281099099157053,1.4711101142381726,GPU
27220728.977535862,32.0,FP32,1.0,131401.83917729938,0.0003532335539306,0.0044655670050851,0.0003412011994799,0.0153675336466575,0.8389224303860909,0.0029305594577991,NPU
682031321.8064247,8.0,INT8,0.25,2582235.3804791374,0.0027203880641878,0.0056146565920952,0.0003881291845594,0.1254522389129145,1.2380862761258342,0.0031238574573804,NPU
51843756.553266704,16.0,FP16,0.5,140207.1440957769,0.0003855656761838,0.0047921430757942,0.0003350713678946,0.0169410559610291,0.9580154416546418,0.0027157290620168,NPU
42004656.1066329,256.0,FP32,1.0,140221.14015683663,0.0004146432433907,0.0050116038755497,0.000360792048809,0.0171282037817697,0.9829702353706704,0.0027695319515885,NPU
1622622.9211563952,64.0,FP16,0.5,6212.330369918306,8.849609088115212e-06,0.0046359083546444,0.0003274606845414,0.0004068117429877,0.9581191006489848,0.002724309245105,CPU
2977754263.0352645,256.0,FP16,0.5,9693307.603034126,0.013568348289284,0.0049074277036993,0.0010604997482209,0.6102748905699654,1.037728069090635,0.0083287727169821,NPU
732407318.329291,64.0,FP16,0.5,421164.35444038175,0.0037996900978802,0.0061447931397869,0.0005210229590132,0.16160578046403,1.366639825595814,0.0039289747065931,NPU
1965060.198296498,1.0,FP32,1.0,2704.8675150949807,4.143388263030011e-05,0.0047096748756951,0.0002626773164245,0.0020179177988579,1.022252499706083,0.0022543661187254,CPU
38725572.02044653,128.0,INT8,0.25,160599.0899324952,0.000111403728953,0.0055795321145944,0.0002726219045676,0.0048210496797704,1.1401667212049125,0.0021388988925366,NPU
150030667015.87717,8.0,FP16,0.5,259092146.66165105,1.114823241221338,0.0062894847340801,0.0891963109866365,51.6948865335487,1.1614912279211718,0.6472304302147316,NPU
23187612.235710178,4.0,FP32,1.0,87928.11051408529,0.0004100975737004,0.0052725207677852,0.0003760072724898,0.0181198605166088,1.0016480618039805,0.0029676438803036,NPU
6695014.621630937,64.0,FP32,1.0,14558.583580029775,7.135595406971571e-05,0.0054979054721222,0.0003203928755967,0.0034588406396838,1.0774872968945357,0.0026667028907112,NPU
615710555.9705826,4.0,FP32,1.0,1753838.8822763667,0.0106752282881738,0.0051229407865695,0.0011748838814575,0.4746785862283054,1.0505390903561689,0.0097037709851226,NPU
414183098499.3428,128.0,INT8,0.25,333781812.95458585,1.1861587716319262,0.0057331014716251,0.0975801316352267,48.9078014312526,1.1520275561944306,0.7556262248856681,NPU
23958836.93658205,32.0,FP32,1.0,31518.20996497867,0.0003145308330639,0.0049258391226525,0.000327464141328,0.0147271214273554,0.9126088971544724,0.0024916771230923,NPU
6768311271.839388,16.0,FP32,1.0,32537887.12492922,0.0814002185212543,0.0050327825614967,0.0114673069472752,3.9449780717537575,0.9234274746194,0.0854719062172534,NPU
21900162759.165382,8.0,INT8,0.25,98673838.49834605,0.0875927085609792,0.0058550751394126,0.0019483457342757,3.8573966940583615,1.1861801440369846,0.015569025662831,NPU
22609410.2957572,128.0,FP32,1.0,77668.70538400079,0.0002468941131978,0.0044065226965934,0.0003619030968927,0.0114873635857481,0.886594153414948,0.0029170831056957,NPU
14128079413.818972,128.0,FP32,1.0,36286568.88990294,0.1490705542407481,0.0043970047736287,0.0226141334685088,6.751587433310672,0.8701726588381218,0.1873260803313158,NPU
124734055.09865396,1.0,FP32,1.0,441674.03608621424,0.0027373973811975,0.0043226880243473,0.0005538894916852,0.1208256794321121,0.8854129915739145,0.0043980965358016,NPU
